Id,Label
不断扩大,不断扩大
车站,车站
照明电,照明电
扶梯,扶梯
通风,通风
空调,空调
环节,环节
能源消耗,能源消耗
同步,同步
舒适,舒适
低能耗,低能耗
逐渐,逐渐
需要,需要
照明,照明
覆盖范围,覆盖范围
长是,长是
能效,能效
占据,占据
若能,若能
低压配电,低压配电
功率,功率
物,物
需求预测,需求预测
时分,时分
节能降耗,节能降耗
工程化,工程化
摘要,摘要
信息处理,信息处理
标准化,标准化
云边,云边
系统验证,系统验证
三大,三大
关键环节,关键环节
优异,优异
不断,不断
日趋严重,日趋严重
高度重视,高度重视
现代科技,现代科技
要点,要点
措施,措施
推广应用,推广应用
详细,详细
一套,一套
空中,空中
交通管制,交通管制
交接班,交接班
管理系统,管理系统
纸质,纸质
简单,简单
电子化,电子化
低下,低下
遗漏,遗漏
规范性,规范性
追溯,追溯
分层,分层
架构设计,架构设计
自然语言,自然语言
SQL,SQL
引擎,引擎
图形化,图形化
界面,界面
身份,身份
可追溯,可追溯
管制,管制
席位,席位
交接,交接
网关,网关
PostgreSQL,PostgreSQL
数据库,数据库
Microsoft,Microsoft
Excel,Excel
表单,表单
编辑器,编辑器
T5,T5
应用层,应用层
流程化,流程化
正多,正多
保障系统,保障系统
可靠性,可靠性
优势互补,优势互补
引言,引言
摆脱,摆脱
仅,仅
工作人员,工作人员
控制中心,控制中心
异常,异常
复核,复核
工单,工单
派发,派发
及全,及全
50,50
设想,设想
温州,温州
已经,已经
24,24
数据安全,数据安全
论坛,论坛
博园,博园
国际会议中心,国际会议中心
举行,举行
现场,现场
工程技术,工程技术
展开,展开
市中心,市中心
城区,城区
跨江,跨江
大桥,大桥
概况,概况
点明,点明
紧迫性,紧迫性
五大,五大
桥梁,桥梁
城市道路,城市道路
实时性,实时性
系统集成,系统集成
四大,四大
硬件,硬件
多样性,多样性
统一标准,统一标准
收费站,收费站
收费,收费
ETC,ETC
门架,门架
地磁,地磁
选用,选用
LSTM,LSTM
传输层,传输层
三层,三层
功能模块,功能模块
网络层,网络层
五层,五层
功能定位,功能定位
山西省,山西省
展望未来,展望未来
借鉴,借鉴
经营者,经营者
说,说
青岛,青岛
图灵,图灵
副总裁,副总裁
苏士斌,苏士斌
交通指挥,交通指挥
力,力
数以万计,数以万计
遍布,遍布
仅凭,仅凭
人眼,人眼
观察,观察
事故,事故
解决问题,解决问题
数学,数学
数学模型,数学模型
事故现场,事故现场
三角,三角
公路,公路
降噪,降噪
丢失,丢失
补偿,补偿
特征分析,特征分析
原始数据,原始数据
货车,货车
平稳性,平稳性
对非,对非
秦岭,秦岭
终南山,终南山
小时,小时
总体,总体
4229566,4229566
pcu,pcu
百分比,百分比
418106,418106
6428784,6428784
pcu657108,pcu657108
34203637,34203637
对模型,对模型
26973,26973
