Source,Target,Weight
轨迹,表明,3
轨迹,方法,11
轨迹,节能,1
轨迹,车速,9
轨迹,引导,3
轨迹,驰,5
轨迹,引入,9
轨迹,前,6
轨迹,车,7
轨迹,动态,8
轨迹,工况,4
轨迹,智能,8
轨迹,Intelligent,5
轨迹,Driver,4
轨迹,ModelIDM,5
轨迹,安全,4
轨迹,边界,3
轨迹,所提,5
轨迹,交,5
轨迹,复杂,5
轨迹,行人,10
轨迹,准确性,7
轨迹,尤其,6
轨迹,应急,8
轨迹,干预,5
轨迹,情境,4
轨迹,关系,2
轨迹,GNN,4
轨迹,邻接,5
轨迹,空间,4
轨迹,时序,8
轨迹,依赖,7
轨迹,捕捉,6
轨迹,个体,5
轨迹,模式,5
轨迹,SUMO,1
轨迹,仿真,7
轨迹,平台,3
轨迹,三类,9
轨迹,E1E3,7
轨迹,采集,8
轨迹,典型,4
轨迹,开展,7
轨迹,结果显示,5
轨迹,平均,1
轨迹,智能网,6
轨迹,联,6
轨迹,Connected,4
轨迹,and,5
轨迹,Vehicle,5
轨迹,CAV,43
轨迹,规划,34
轨迹,Autonomous,4
轨迹,往往,8
轨迹,低易,5
轨迹,引起,4
轨迹,后方,10
轨迹,人工,4
轨迹,Humandriving,1
轨迹,能耗,1
轨迹,效益,2
轨迹,本文,3
轨迹,HV,16
轨迹,超车,20
轨迹,应对,4
轨迹,混合,13
轨迹,车队,4
轨迹,跟随,6
轨迹,意愿,4
轨迹,分为,2
轨迹,整数,4
轨迹,二次,5
轨迹,用于,11
轨迹,最小化,8
轨迹,行程,8
轨迹,油耗,8
轨迹,最大化,10
轨迹,舒适度,8
轨迹,被动,4
轨迹,行,3
轨迹,Improved,3
轨迹,Passive,3
轨迹,Yielding,4
轨迹,Strategy,5
轨迹,更新,6
轨迹,IPYS,7
轨迹,减小,8
轨迹,产生,5
轨迹,负面影响,4
轨迹,鲁棒性,2
轨迹,方面,3
轨迹,环境,7
轨迹,调控,8
轨迹,配时,6
轨迹,协同,5
轨迹,优化,13
轨迹,难题,5
轨迹,深度,2
轨迹,排队,2
轨迹,指标,4
轨迹,均,5
轨迹,研究成果,6
轨迹,验证,7
轨迹,有所,4
轨迹,月,8
轨迹,27,7
轨迹,日,6
轨迹,下午,5
轨迹,2026,4
轨迹,年,5
轨迹,交通运输,4
轨迹,行业,3
轨迹,科技,4
轨迹,活动,1
轨迹,图灵,1
轨迹,视觉,4
轨迹,数学模型,6
轨迹,事故现场,7
轨迹,数学,4
轨迹,三角,8
轨迹,公路,7
轨迹,隧道,9
轨迹,交通流,5
轨迹,合理,5
轨迹,运营,2
轨迹,管控,1
建立,概率,7
建立,加权,6
建立,期望,5
建立,碰撞,6
建立,时间,9
建立,expected,4
建立,timetocollision,3
建立,ETTC,2
建立,风险,2
建立,物理,3
建立,重构,6
建立,框架,16
建立,研究,8
建立,跨域,4
建立,语义,5
建立,关联,4
建立,运动学,5
建立,平滑,4
建立,双层,7
建立,处理,2
建立,解决方案,1
建立,根源,2
建立,未能,3
建立,存在论,4
建立,AI,12
建立,工具,6
建立,本质,7
建立,未,8
建立,明确,4
建立,适配,8
建立,时代,10
建立,认识论,5
建立,人工智能,5
建立,要求,3
建立,哲学,1
建立,回收,1
建立,热,2
建立,损耗,3
建立,因素,4
建立,实现,5
建立,符合实际,5
建立,能耗,7
建立,预测,8
建立,更,4
建立,面向,8
建立,时空,7
建立,通行,10
建立,窗口,5
建立,优化,3
建立,上层,1
建立,仿真,2
建立,采用,4
建立,有限,5
建立,描述,5
建立,行为,8
建立,状态机,4
建立,混合,8
建立,整数,7
建立,二次,6
建立,规划,9
建立,用于,5
建立,CAV,3
建立,最小化,1
建立,测量,1
建立,方差分析,2
建立,指标,6
建立,进行,7
建立,统计分析,8
建立,长短期,7
建立,记忆,6
建立,s,5
建立,窗内,3
概率,加权,8
概率,期望,7
概率,碰撞,6
概率,时间,5
概率,expected,4
概率,timetocollision,5
概率,ETTC,4
概率,风险,3
概率,量化,2
概率,指标,1
加权,期望,8
加权,碰撞,7
加权,时间,6
加权,expected,5
加权,timetocollision,4
加权,ETTC,5
加权,风险,4
加权,量化,3
加权,指标,2
加权,控制,1
加权,三重,1
加权,一是,4
加权,适应,5
加权,空间,9
加权,ACSA,7
加权,动态,8
加权,通道,4
加权,MobileNetV2,8
加权,显著,6
加权,车牌,4
加权,车灯,5
加权,关键,4
加权,区域,11
加权,表征,2
加权,二是,1
加权,训练,1
加权,攻击者,2
加权,估计,3
加权,单元,5
加权,潜在,5
加权,表示,6
加权,施加,7
加权,敏感度,6
加权,信息压缩,8
加权,使高,7
加权,敏感区域,9
加权,获得,5
加权,更强,4
加权,扰动,5
加权,保持,2
加权,更高,1
加权,隐私,3
加权,两类,3
加权,合成,4
加权,集,6
加权,出行,4
加权,效用,8
加权,相近,6
加权,条件,5
加权,提,4
加权,方法,5
加权,拉普拉斯,4
加权,差分,3
加权,深度,2
加权,学习,3
加权,预测,10
加权,方根,5
加权,误差,11
加权,4229566,7
加权,pcu,8
加权,均,4
加权,平均,8
加权,绝对,7
加权,百分比,6
加权,418106,4
加权,最优,3
加权,6428784,2
加权,pcu657108,1
期望,碰撞,8
期望,时间,7
期望,expected,6
期望,timetocollision,5
期望,ETTC,4
期望,风险,5
期望,量化,4
期望,指标,3
期望,控制,2
期望,执行,1
期望,误差,6
期望,增益,8
期望,系数,10
期望,趋于,4
期望,极小值,5
期望,取值,8
期望,速度,4
期望,车头,8
期望,时距,7
期望,倒数,6
期望,时,5
期望,存在,5
期望,一个,4
期望,受,3
期望,控制指令,2
期望,延时,1
碰撞,时间,15
碰撞,expected,7
碰撞,timetocollision,6
碰撞,ETTC,5
碰撞,风险,20
碰撞,量化,5
碰撞,指标,5
碰撞,控制,3
碰撞,执行,2
碰撞,技术,2
碰撞,发展,3
碰撞,安全,5
碰撞,新,5
碰撞,预测,20
碰撞,本文,5
碰撞,行为,7
碰撞,熵,5
碰撞,长短期,10
碰撞,记忆,12
碰撞,方法,7
碰撞,高保真,6
碰撞,模拟,4
碰撞,平台,5
碰撞,三类,3
碰撞,典型,2
碰撞,城市,1
碰撞,统计分析,1
碰撞,s,6
碰撞,窗内,8
碰撞,进行,7
碰撞,实时,6
碰撞,冲突,5
碰撞,标准差,3
碰撞,类,2
时间,expected,8
时间,timetocollision,7
时间,ETTC,6
时间,风险,16
时间,量化,4
时间,指标,24
时间,控制,4
时间,执行,3
时间,引入,6
时间,动态,9
时间,筛选,2
时间,适应,4
时间,固定,8
时间,阈值,8
时间,滞,7
时间,回,6
时间,逻辑,5
时间,制动,4
时间,方法,19
时间,依托,3
时间,MATLABSimulink,2
时间,闭环,1
时间,MobileNetV2,1
时间,显著,7
时间,车牌,5
时间,关键,5
时间,区域,6
时间,表征,7
时间,二是,8
时间,车灯,4
时间,LSTMTALSTM,5
时间,多头,4
时间,时序,7
时间,关键帧,2
时间,精准,1
时间,载客量,2
时间,差异,3
时间,换乘,4
时间,服务,5
时间,最小化,11
时间,总,7
时间,疏散,13
时间,延迟,4
时间,地空,6
时间,协同,11
时间,优化,9
时间,联合,2
时间,通行,6
时间,调度,7
时间,适用,4
时间,路口,9
时间,窗,16
时间,实现,6
时间,冲突检测,4
时间,速度,5
时间,调整,1
时间,信誉,6
时间,评估,6
时间,朴素,5
时间,贝叶斯,6
时间,高斯,4
时间,空间,13
时间,旨在,6
时间,环境,5
时间,准确性,2
时间,事件,1
时间,二次,1
时间,规划,7
时间,用于,4
时间,CAV,11
时间,行程,8
时间,油耗,8
时间,最大化,7
时间,舒适度,5
时间,预测,7
时间,超车,1
时间,分流,6
时间,出口,2
时间,匝道,3
时间,车道,4
时间,数,5
时间,渗透率,8
时间,自变量,8
时间,因变量,7
时间,选取,6
时间,AV,5
时间,HV,4
时间,驰,5
时间,变道,4
时间,搭建,2
时间,混合,1
时间,交通流,2
时间,仿真,4
时间,堵,5
时间,因素,6
时间,输入,7
时间,将致,4
时间,输出,5
时间,采用,14
时间,极限,5
时间,梯度,4
时间,XGBoost,2
时间,递减,1
时间,主线,2
时间,流量,3
时间,大于,10
时间,500,5
时间,03,7
时间,时,8
时间,pcuh1,4
时间,正向,7
时间,变化,6
时间,增大,5
时间,排队,21
时间,长度,7
时间,34,3
时间,维,4
时间,以车,6
时间,均,14
时间,状态,4
时间,奖励,7
时间,函数,6
时间,双,4
时间,架构,4
时间,优先,3
时间,经验,2
时间,回放,1
时间,车路,1
时间,平均,24
时间,车速,7
时间,有所,6
时间,研究成果,4
时间,验证,5
时间,月,2
时间,27,1
时间,纵向,2
时间,横向,4
时间,方向盘,10
时间,操控,5
时间,行为,11
时间,滑动,8
时间,转角,8
时间,计算速度,7
时间,熵,15
时间,对应,4
时间,标准差,4
时间,多维,1
时间,进行,7
时间,统计分析,3
时间,记忆,5
时间,s,8
时间,长短期,4
时间,窗内,8
时间,实时,4
时间,冲突,3
时间,漏检,1
时间,率,2
时间,降低,7
时间,3007,4
时间,误报率,5
时间,4245,5
时间,提前,15
时间,预警,10
时间,3684,7
时间,波动性,4
时间,有效,4
时间,补充,1
时间,169186,4
时间,行驶,5
时间,缩短,5
时间,乘客,6
时间,延误,8
时间,距离,4
时间,适宜,8
时间,客流量,7
时间,低时,6
时间,正,4
时间,编者按,5
时间,智能,4
时间,延寿,1
时间,违法,2
时间,MacroF1,5
时间,938,7
时间,893,8
时间,Acc,4
时间,定位,8
时间,误差,7
时间,51,6
时间,帧,5
时间,优于,4
时间,多种,5
时间,专用,2
时间,管理,1
时间,部门,2
时间,需要,3
时间,持续,4
时间,应对,5
时间,照明,5
时间,覆盖范围,7
时间,运行,18
时间,课题,4
时间,长是,8
时间,车站,7
时间,基础,4
时间,负荷,5
时间,方式,3
时间,整体,1
expected,timetocollision,8
expected,ETTC,7
expected,风险,6
expected,量化,5
expected,指标,4
expected,控制,5
expected,执行,4
expected,引入,2
expected,主,1
timetocollision,ETTC,8
timetocollision,风险,8
timetocollision,量化,6
timetocollision,指标,5
timetocollision,控制,4
timetocollision,执行,5
timetocollision,引入,3
timetocollision,主,2
ETTC,风险,10
ETTC,量化,7
ETTC,指标,6
ETTC,控制,5
ETTC,执行,4
ETTC,引入,4
ETTC,主,3
风险,量化,12
风险,指标,14
风险,控制,18
风险,执行,14
风险,引入,12
风险,主,12
风险,风险,3
风险,动态,8
风险,筛选,6
风险,适应,4
风险,行人,1
风险,运动,2
风险,趋势,3
风险,预测,23
风险,交通系统,5
风险,应急,18
风险,响应,8
风险,智能,17
风险,预判,8
风险,提供,14
风险,技术,7
风险,支撑,5
风险,非机动车,4
风险,细粒度,5
风险,面临,3
风险,层次化,2
风险,500,1
风险,pcuh1,2
风险,分流,3
风险,大于,4
风险,03,5
风险,正向,7
风险,变化,8
风险,时,4
风险,显著,8
风险,增大,7
风险,渗透率,5
风险,05,3
风险,山地,2
风险,城市,1
风险,演进,1
风险,运行,3
风险,状态,7
风险,参与者,5
风险,行为,16
风险,解析,7
风险,交通安全,8
风险,防控,8
风险,之间,7
风险,关系,6
风险,日益,5
风险,紧密,4
风险,依赖,4
风险,经验,3
风险,判断,2
风险,事后,1
风险,复杂,1
风险,道路设施,2
风险,主体,3
风险,协同,4
风险,突发事件,5
风险,背景,5
风险,不确定性,8
风险,扰动,8
风险,演化,8
风险,动态性,7
风险,安全,18
风险,系统性,4
风险,进一步,5
风险,凸显,4
风险,发展,2
风险,新,4
风险,本文,10
风险,熵,2
风险,长短期,3
风险,记忆,4
风险,s,5
风险,窗内,7
风险,进行,8
风险,实时,7
风险,冲突,4
风险,标准差,4
风险,类,3
风险,危险,2
风险,敏感性,4
风险,辅助,5
风险,环境,7
风险,稳定性,4
风险,预警,15
风险,可行,5
风险,方法,6
风险,参考,5
风险,道路交通,4
风险,水平,2
风险,重构,6
风险,攻击,2
风险,用于,3
风险,恢复,4
风险,个体,5
风险,模式,5
风险,带来,6
风险,隐私,15
风险,泄露,8
风险,活动,4
风险,均匀,6
风险,加噪,5
风险,难以,4
风险,兼顾,5
风险,结构,5
风险,保持,5
风险,抗,5
风险,面向,7
风险,出行,6
风险,热,5
风险,力图,4
风险,学习,5
风险,发布,3
风险,综合,1
风险,运输,2
风险,管理模式,5
风险,集,6
风险,研判,8
风险,支持,6
风险,指挥,5
风险,一体,5
风险,人工智能,4
风险,交通运输,3
风险,公共安全,3
风险,地理信息系统,5
风险,知识,5
风险,图谱,6
风险,关键技术,7
风险,实现,8
风险,GIS,4
风险,早期,8
风险,处置,5
风险,全,4
风险,流程,5
风险,闭环,4
风险,管理,2
风险,文中,1
量化,指标,16
量化,控制,7
量化,执行,6
量化,引入,4
量化,主,5
量化,动态,2
量化,筛选,1
量化,度上,1
量化,显著,2
量化,优于,3
量化,几何,5
量化,生成式,5
量化,敏感性,7
量化,分析,8
量化,匹配,4
量化,揭示,8
量化,125,7
量化,m,10
量化,150,5
量化,重叠,4
量化,区为,3
量化,采用,2
量化,YOLOv11,3
量化,进行,20
量化,实时,5
量化,认知,7
量化,知识库,8
量化,关键部件,4
量化,DeepSeekR1,8
量化,蒸馏,7
量化,Qwen3,5
量化,驱动,5
量化,完成,4
量化,推理,3
量化,问答,2
量化,梯度,1
量化,XGBoost,3
量化,学习,5
量化,堵,6
量化,因素,7
量化,拥堵,9
量化,关系,19
量化,沙普利,8
量化,加法,8
量化,解释,14
量化,SHAP,8
量化,框架,8
量化,重要,6
量化,度,5
量化,单个,5
量化,事实,1
量化,CE,4
量化,亲,5
量化,矩阵,6
量化,干预,8
量化,实体,8
量化,因果,5
量化,影响,4
量化,真实,5
量化,违法,3
量化,工程技术,5
量化,应用,13
量化,紧迫性,3
量化,详细,4
量化,展开,5
量化,核心技术,5
量化,实践,7
量化,五大,4
量化,评估,7
量化,智能,6
量化,成效,4
量化,验证,3
量化,通行,1
指标,控制,8
指标,执行,7
指标,引入,6
指标,主,4
指标,动态,3
指标,筛选,2
指标,实现,1
指标,显示,3
指标,语音,4
指标,反馈,5
指标,视觉,5
指标,mAP05,8
指标,563,8
指标,帧,7
指标,率,6
指标,可达,5
指标,FPS,5
指标,问答,4
指标,准确率,3
指标,响应速度,2
指标,符合,1
指标,仿真,2
指标,将致,4
指标,堵,10
指标,输入,5
指标,因素,10
指标,输出,7
指标,采用,16
指标,极限,5
指标,梯度,4
指标,XGBoost,6
指标,学习,6
指标,拥堵,7
指标,关系,8
指标,进行,17
指标,沙普利,5
指标,加法,4
指标,解释,3
指标,SHAP,2
指标,框架,8
指标,多个,1
指标,真实,2
指标,表明,5
指标,MambaHiLoGCN,6
指标,各项,7
指标,评价,8
指标,上均,8
指标,显著,23
指标,优于,6
指标,18,5
指标,种,4
指标,基线,5
指标,包括,3
指标,HAARIMALSTMGRUCNNDCRNNGMANTGCNSTGCNASTGCNSTSGCNAGCRNSTGODESTCGCNBiSTATASTMGODEASTTN,2
指标,DDGformer,1
指标,协同,1
指标,平均,9
指标,排队,12
指标,车速,6
指标,长度,4
指标,均,23
指标,有所,7
指标,优化,6
指标,研究成果,5
指标,验证,4
指标,月,3
指标,27,2
指标,日,1
指标,集,1
指标,处理,3
指标,YOLOv8,4
指标,基础,6
指标,对象,6
指标,C2f,5
指标,p2,1
指标,方向盘,1
指标,转角,2
指标,熵,38
指标,对应,4
指标,标准差,17
指标,多维,5
指标,稳定性,9
指标,重复,10
指标,测量,10
指标,方差分析,10
指标,指标,8
指标,统计分析,7
指标,长短期,4
指标,记忆,5
指标,s,2
指标,实时,4
指标,预测,9
指标,冲突,8
指标,类,12
指标,行为,19
指标,高于,15
指标,稳定,12
指标,值,11
指标,有效,15
指标,表征,6
指标,操作,4
指标,不确定性,5
指标,复杂性,4
指标,提前,5
指标,预警,2
指标,3684,5
指标,波动性,8
指标,补充,7
指标,危险,4
指标,状态,5
指标,敏感性,4
指标,辅助,1
控制,执行,25
控制,引入,6
控制,主,5
控制,动态,4
控制,筛选,3
控制,适应,8
控制,智能,15
控制,Intelligent,4
控制,Driver,5
控制,安全,5
控制,边界,6
控制,预测,8
控制,ModelIDM,4
控制,Model,8
控制,Predictive,7
控制,ControlMPC,6
控制,滚动,5
控制,重,4
控制,规划,5
控制,实现,8
控制,通行,3
控制,成为,2
控制,交通系统,4
控制,重要,10
控制,当前,5
控制,研究,12
控制,聚焦,8
控制,信号灯,10
控制,课题,4
控制,单,12
控制,交叉路口,24
控制,调度,14
控制,难以,10
控制,满足,14
控制,联动,12
控制,控制,3
控制,实际,10
控制,需求,8
控制,V2I,5
控制,通信,4
控制,城市交通,1
控制,高质量,2
控制,发展,3
控制,提供,14
控制,参考,5
控制,延时,5
控制,影响,8
控制,巡航,8
控制,背景,4
控制,ACCAdaptive,8
控制,Cruise,7
控制,Control,6
控制,稳定性,13
控制,因素,4
控制,现有,3
控制,普遍认为,1
控制,协同,10
控制,5GV2X,5
控制,计算,9
控制,时延,16
控制,边缘,4
控制,闭环,8
控制,实景,7
控制,仿真,6
控制,验证,5
控制,表明,4
控制,响应,3
控制,乘客,2
控制,等待,1
控制,优化,1
控制,难题,2
控制,深度,6
控制,学习,9
控制,双,6
控制,框架,8
控制,时距,6
控制,管理,5
控制,配时,5
控制,双环,4
控制,耦合,3
控制,应用,5
控制,经济学,2
控制,科学,24
控制,信息科学,5
控制,社会学,5
控制,环境工程,6
控制,大气,7
控制,城乡规划,4
控制,工程,12
控制,能源,6
控制,电气工程,4
控制,人工智能,3
控制,航空,2
控制,宇航,1
控制,保持,1
控制,抗,2
控制,重构,3
控制,面向,6
控制,隐私,7
控制,出行,7
控制,热,6
控制,力图,5
控制,扰动,5
控制,发布,4
控制,方法,3
控制,端到,1
控制,直接,1
控制,整体,3
控制,能效,4
控制,水平,5
控制,依赖,5
控制,低压配电,6
控制,人工,7
控制,操作,8
控制,模式,8
控制,功率,7
控制,固定,6
控制,调节,5
控制,滞后,4
控制,无法,5
控制,复杂,8
控制,条件,7
控制,实时,1
控制,数据分析,1
控制,技术,14
控制,轨道交通,5
控制,领域,4
控制,得到,5
控制,照明,5
控制,经验,7
控制,式,8
控制,驱动,7
控制,调控,6
控制,转变,5
控制,本文,11
控制,城市,3
控制,车站,1
控制,思路,1
控制,摘要,2
控制,适配,4
控制,运行,5
控制,特性,6
控制,信息处理,8
控制,路网,4
控制,体系,18
控制,采用,6
控制,云,5
控制,架构,5
控制,多源,3
控制,全,1
控制,流程,2
控制,系统验证,3
控制,重点,5
控制,状态,15
控制,研判,8
控制,分析,4
控制,三大,8
控制,关键环节,8
控制,处理,8
控制,一致性,9
控制,方面,9
控制,均,9
控制,表现,9
控制,出,9
控制,优异,9
控制,工程化,8
控制,部署,7
控制,可行,5
控制,路径,5
控制,城市化,4
控制,进程,3
控制,不断,2
控制,加快,1
执行,引入,7
执行,主,6
执行,动态,5
执行,筛选,4
执行,适应,2
执行,城市交通,1
执行,服务,10
执行,终端,3
执行,数字,4
执行,技术,18
执行,采集,5
执行,解析,7
执行,效果,8
执行,反馈,7
执行,闭环,6
执行,业务流程,5
执行,实现,4
执行,精准,5
执行,响应,4
执行,需求,3
执行,本文,1
执行,集,3
执行,智能,7
执行,研判,12
执行,支持,7
执行,指挥,8
执行,一体,8
执行,人工智能,7
执行,交通运输,6
执行,安全,5
执行,应急,4
执行,框架,7
执行,综合利用,2
执行,多源,1
执行,流程,1
执行,系统验证,2
执行,研究,3
执行,重点,4
执行,分析,5
执行,状态,14
执行,三大,8
执行,关键环节,8
执行,体系,8
执行,处理,10
执行,时延,8
执行,一致性,8
执行,方面,7
执行,均,6
执行,表现,5
执行,出,4
执行,优异,5
执行,稳定性,4
引入,主,8
引入,动态,13
引入,筛选,9
引入,适应,4
引入,神经网络,1
引入,PhysicsInformed,2
引入,Neural,3
引入,NetworkPINN,4
引入,能耗,6
引入,纵向,6
引入,动力学,7
引入,基础,8
引入,驱动,15
引入,效率,7
引入,制动,6
引入,能量,5
引入,回收,4
引入,热,5
引入,损耗,4
引入,因素,3
引入,实现,3
引入,更,1
引入,计算,3
引入,最优,4
引入,节能,5
引入,引导,5
引入,驰,13
引入,工况,8
引入,车速,4
引入,前,8
引入,车,7
引入,智能,4
引入,Intelligent,3
引入,Driver,2
引入,ModelIDM,1
引入,Transformer,5
引入,时序,16
引入,捕捉,5
引入,个体,6
引入,行为,7
引入,模式,8
引入,依赖,4
引入,应急,8
引入,状态,11
引入,速度,4
引入,加速度,3
引入,航向,2
引入,角,1
引入,层级,1
引入,判别,4
引入,性,5
引入,表征,10
引入,层次,8
引入,类别,7
引入,相似性,6
引入,约束,9
引入,最小化,5
引入,相同,4
引入,大类,3
引入,细粒度,2
引入,子类,1
引入,区块,3
引入,链,4
引入,时空,5
引入,信誉,6
引入,评估,7
引入,方法,8
引入,高斯,8
引入,朴素,7
引入,贝叶斯,6
引入,空间,4
引入,旨在,2
引入,对系统,1
引入,特性,3
引入,影响,7
引入,本文,5
引入,ACC,5
引入,现有,4
引入,控制指令,15
引入,延时,15
引入,项,6
引入,运用,5
引入,传递函数,5
引入,分析法,4
引入,推导,3
引入,误差,2
引入,传播,1
引入,稳定性,1
引入,具体,2
引入,结论,4
引入,理论,5
引入,一致,5
引入,表明,6
引入,仿真,4
引入,会,8
引入,显著,7
引入,缩减,6
引入,整体,8
引入,稳定,5
引入,域,4
引入,不会,3
引入,改变,2
引入,Ⅰ,1
引入,RealTime,1
引入,Detection,7
引入,RTDETR,4
引入,异构,5
引入,漏检,14
引入,框架,8
引入,尺寸,8
引入,MultiScale,5
引入,Vehicle,4
引入,MSVD,4
引入,更好,2
引入,点云,3
引入,鲁棒,10
引入,三维,5
引入,框在,7
引入,此基础,8
引入,模态,7
引入,知识,6
引入,蒸馏,5
引入,教师,4
引入,学生,3
引入,网络结构,2
引入,RGB,1
引入,有效,7
引入,不确定性,5
引入,复杂性,6
引入,熵,7
引入,操作,4
引入,率,6
引入,降低,9
引入,3007,4
引入,误报率,5
引入,4245,3
引入,平均,2
引入,提前,1
引入,公交,2
引入,运输,3
引入,覆盖率,4
引入,即时,5
引入,订单,8
引入,配送,8
引入,时效,7
引入,差异,8
引入,零售,4
引入,考虑,8
引入,实时,6
引入,加急,4
引入,程度,5
引入,系数,4
引入,顺序,1
引入,可控,1
引入,扰动,2
引入,分量,3
引入,抑制,5
引入,结构,5
引入,连续性,6
引入,破坏,7
引入,隐私,8
引入,瓶颈,5
引入,预,4
引入,训练,3
引入,攻击者,2
引入,估计,1
引入,HCDE,2
引入,运动,4
引入,动作,5
引入,细微,4
引入,因果,8
引入,反,6
引入,事实,5
引入,解释,4
引入,CE,4
引入,关系,2
引入,亲,1
引入,记忆,1
引入,趋势,7
引入,主干,4
引入,残差,5
引入,进行,5
引入,恢复,3
引入,降噪,2
引入,处理,1
主,动态,6
主,筛选,5
主,适应,5
动态,筛选,8
动态,适应,10
动态,固定,2
动态,体现,1
动态,三重,2
动态,一是,5
动态,通道,5
动态,空间,11
动态,ACSA,8
动态,MobileNetV2,7
动态,显著,7
动态,车牌,5
动态,车灯,4
动态,关键,3
动态,区域,2
动态,表征,2
动态,延迟,3
动态,最小化,6
动态,总,4
动态,疏散,20
动态,地空,20
动态,协同,24
动态,优化,26
动态,联合,11
动态,分流,15
动态,比例,3
动态,路,2
动态,径流量,2
动态,分配,2
动态,元胞,3
动态,传输,4
动态,刻画,11
动态,交通流,8
动态,CTM,4
动态,演化过程,8
动态,包含,6
动态,载客,5
动态,转换,5
动态,换乘,6
动态,服务,3
动态,增长,1
动态,趋势,2
动态,趋于稳定,3
动态,存在,12
动态,一个,5
动态,最优,10
动态,实现,38
动态,资源,18
动态,匹配,8
动态,本文,13
动态,算例,6
动态,比约,4
动态,0382,3
动态,节能,2
动态,车速,3
动态,引导,4
动态,工况,5
动态,前,7
动态,车,8
动态,驰,10
动态,智能,20
动态,Intelligent,4
动态,Driver,5
动态,ModelIDM,4
动态,安全,3
动态,边界,2
动态,图,9
动态,神经网络,3
动态,Transformer,4
动态,异构,13
动态,方法,29
动态,时空,13
动态,行人,5
动态,应急,5
动态,关系,11
动态,GNN,1
动态,状态,6
动态,速度,5
动态,加速度,6
动态,航向,7
动态,角,8
动态,先验,7
动态,突发,5
动态,行为,4
动态,变化,5
动态,响应,4
动态,SUMO,2
动态,仿真,6
动态,序列,1
动态,Mamba,3
动态,进行,17
动态,选择性,5
动态,采用,16
动态,门控,7
动态,层级,6
动态,判别,5
动态,性,4
动态,管理,15
动态,交通安全,2
动态,主动,3
动态,防控,4
动态,执法,7
动态,基础设施,8
动态,违法,4
动态,巡检,8
动态,核心,7
动态,应用,5
动态,现状,4
动态,效能,5
动态,进一步,3
动态,凝练,2
动态,当前,6
动态,高斯,1
动态,朴素,2
动态,贝叶斯,3
动态,旨在,7
动态,环境,12
动态,信誉,9
动态,评估,6
动态,准确性,5
动态,事件,4
动态,确认,5
动态,度为,4
动态,更新,3
动态,控制指令,6
动态,探究,6
动态,延时,11
动态,对系统,8
动态,特性,13
动态,影响,7
动态,现有,5
动态,ACC,4
动态,训练,11
动态,收敛,7
动态,加速,4
动态,函数,7
动态,BITV,5
动态,城市,5
动态,路段,4
动态,处,3
动态,智能网,2
动态,联,1
动态,表明,1
动态,需,2
动态,跨学科,3
动态,课程,4
动态,集群,5
动态,虚实,5
动态,实训,7
动态,生态建设,8
动态,重构,4
动态,评价,8
动态,完善,6
动态,人才,4
动态,专业,5
动态,素养,4
动态,创新能力,3
动态,牵引,1
动态,教育,9
动态,侧,13
动态,产业,6
动态,需求,14
动态,供给,4
动态,适配,16
动态,研究,6
动态,交通运输,5
动态,现代化,5
动态,提供,4
动态,理论,3
动态,参考,2
动态,实践,1
动态,运行,6
动态,效率,2
动态,预测,4
动态,复杂,5
动态,非线性,7
动态,处理,4
动态,模式,7
动态,时,13
动态,局限性,4
动态,学习,1
动态,框架,1
动态,时距,15
动态,双环,5
动态,耦合,6
动态,配时,9
动态,具有,20
动态,动态,3
动态,相位,18
动态,CACCcooperative,5
动态,adaptive,4
动态,cruise,3
动态,control,2
动态,确保,1
动态,车流,2
动态,连续,3
动态,平稳,4
动态,D3QNdouble,4
动态,dueling,5
动态,deep,4
动态,Qnetwork,3
动态,衰减,1
动态,平衡,3
动态,探索,4
动态,开发,5
动态,长,8
动态,SUMOPython,7
动态,平台,4
动态,验证,3
动态,兰州市,1
动态,实时,8
动态,加急,4
动态,程度,5
动态,订单,5
动态,配送,6
动态,顺序,7
动态,系数,4
动态,调整,8
动态,行驶,6
动态,里程,5
动态,混合,5
动态,整数,4
动态,规划,3
动态,调度,10
动态,频域,5
动态,高频,7
动态,成分,8
动态,统计,4
动态,HCDE,7
动态,运动,5
动态,细微,5
动态,动作,4
动态,鲁棒,3
动态,文中,1
动态,重点,2
动态,阐述,3
动态,灾害,4
动态,预案,5
动态,预警,4
动态,典型,7
动态,技术,5
动态,路径,4
动态,介绍,3
动态,多项,2
动态,创新,1
动态,制约,1
动态,社会,2
动态,绿色,3
动态,发展,9
动态,治理,5
动态,手段,6
动态,难以,13
动态,突破,5
动态,双重,4
动态,困境,3
动态,人工智能,2
动态,多源,2
动态,深度,4
动态,整合,5
动态,标准化,5
动态,计算,7
动态,流程,8
动态,云边,5
动态,端,4
动态,开展,2
动态,全,1
动态,PostgreSQL,1
动态,数据库,2
动态,引擎,3
动态,层,4
动态,Microsoft,5
动态,Excel,6
动态,操作,7
动态,体验,8
动态,类,4
动态,表单,8
动态,编辑器,7
动态,预,6
动态,语言,4
动态,T5,4
动态,SQL,2
筛选,适应,7
筛选,固定,3
筛选,阈值,1
筛选,投影,2
筛选,重叠,3
筛选,度,4
筛选,评分,5
筛选,实现,5
筛选,点云,15
筛选,鲁棒,8
筛选,三维,7
筛选,框在,5
筛选,此基础,4
筛选,模态,3
筛选,知识,2
筛选,蒸馏,1
